"";"nombre";"subnombre";"precio";"year";"potencia";"km";"combustible";"puertas";"long";"alt";"anch";"peso";"url"
"1127";"Opel Vectra";"3.2 V6 24v Gts
";"3.999€";"01/2003";"210 cv";"110.000 km";"Gasolina";"5 puertas";"0 cm";"0 cm";"180 cm";"1.600 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-vectra-32-v6-24v-gts-en-madrid.htm?id=2905184"
"1128";"Nissan Terrano";"2.7 Tdi Sport
";"6.300€";"07/2004";"125 cv";"219.500 km";"Diesel";"5 puertas";"472 cm";"181 cm";"176 cm";"1.865 kg";"https://www.coches.com/coches-segunda-mano/ocasion-nissan-terrano-27-tdi-sport-en-madrid.htm?id=2700097"
"1129";"Peugeot 508";"2.0hdi Active 140
";"10.990€";"06/2012";"140 cv";"119.000 km";"Diesel";"4 puertas";"479 cm";"146 cm";"192 cm";"1.430 kg";"https://www.coches.com/coches-segunda-mano/ocasion-peugeot-508-20hdi-active-140-en-madrid.htm?id=2680599"
"1130";"Ford S-max";"S-max 2.0tdci Titanium Powershift 150
";"26.900€";"2015";"150 cv";"8.000 km";"Diesel";"5 puertas";"480 cm";"166 cm";"192 cm";"1.733 kg";"https://www.coches.com/coches-segunda-mano/ocasion-ford-s-max-20tdci-titanium-powershift-150-en-madrid.htm?id=2858221"
"1131";"Mercedes Clase A";"A 200cdi Be Urban
";"20.500€";"04/2014";"136 cv";"66.284 km";"Diesel";"5 puertas";"429 cm";"143 cm";"178 cm";"1.445 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-200cdi-be-urban-en-madrid.htm?id=2883208"
"1132";"Audi A7";"Sportback 3.0tdi Black Line Q. Ed. S-t
";"49.900€";"09/2015";"272 cv";"22.833 km";"Diesel";"5 puertas";"497 cm";"142 cm";"191 cm";"1.905 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a7-sportback-30tdi-black-line-q-ed-s-t-en-madrid.htm?id=2756372"
"1133";"Renault Captur";"1.5dci Ecoleader Energy Zen 90
";"14.200€";"04/2016";"90 cv";"14.200 km";"Diesel";"5 puertas";"412 cm";"157 cm";"178 cm";"1.170 kg";"https://www.coches.com/coches-segunda-mano/ocasion-renault-captur-15dci-ecoleader-energy-zen-90-en-madrid.htm?id=2905276"
"1134";"Mercedes Clase C";"C 220d
";"32.990€";"01/2017";"170 cv";"10.000 km";"Diesel";"4 puertas";"469 cm";"144 cm";"181 cm";"1.550 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+c-c-220d-en-madrid.htm?id=2900541"
"1135";"Fiat Punto";"1.2 S&s 69 E6
";"8.800€";"2018";"69 cv";"1 km";"Gasolina";"5 puertas";"407 cm";"149 cm";"169 cm";"1.030 kg";"https://www.coches.com/km0/seminuevo-fiat-punto-12-s_s-69-e6-en-madrid.htm?id=2880760"
"1136";"Skoda Superb";"2.0tdi Comfort
";"7.499€";"01/2008";"140 cv";"90.000 km";"Diesel";"4 puertas";"480 cm";"147 cm";"177 cm";"1.518 kg";"https://www.coches.com/coches-segunda-mano/ocasion-skoda-superb-20tdi-comfort-en-madrid.htm?id=2879260"
"1137";"Mini Mini";"One
";"16.600€";"05/2017";"102 cv";"5.219 km";"Gasolina";"5 puertas";"398 cm";"143 cm";"173 cm";"1.165 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mini-mini-one-en-madrid.htm?id=2905614"
"1138";"Seat Ibiza";"1.2 Tsi Style
";"10.300€";"04/2017";"90 cv";"6.275 km";"Gasolina";"5 puertas";"406 cm";"145 cm";"169 cm";"1.089 kg";"https://www.coches.com/coches-segunda-mano/ocasion-seat-ibiza-12-tsi-style-en-madrid.htm?id=2913645"
"1139";"Opel Astra";"1.7cdti Selective 130
";"10.900€";"04/2013";"130 cv";"19.693 km";"Diesel";"5 puertas";"442 cm";"151 cm";"181 cm";"1.503 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-astra-17cdti-selective-130-en-madrid.htm?id=2778519"
"1140";"Peugeot Partner";"1.6hdi 90 Combi Plus
";"4.500€";"2008";"90 cv";"196.000 km";"Diesel";"5 puertas";"414 cm";"181 cm";"172 cm";"1.230 kg";"https://www.coches.com/coches-segunda-mano/ocasion-peugeot-partner-16hdi-90-combi-plus-en-madrid.htm?id=2906177"
"1141";"Mini Mini";"One D
";"17.000€";"05/2017";"95 cv";"6.660 km";"Diesel";"5 puertas";"398 cm";"143 cm";"173 cm";"1.205 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mini-mini-one-d-en-madrid.htm?id=2901171"
"1142";"Porsche Cayenne";"Turbo S Aut.
";"29.999€";"01/2011";"550 cv";"190.000 km";"Gasolina";"5 puertas";"480 cm";"169 cm";"193 cm";"2.430 kg";"https://www.coches.com/coches-segunda-mano/ocasion-porsche-cayenne-turbo-s-aut-en-madrid.htm?id=2911744"
"1143";"Hyundai Ix20";"Ix20 1.6crdi Bluedrive Comfort
";"8.700€";"01/2013";"115 cv";"44.467 km";"Diesel";"5 puertas";"410 cm";"160 cm";"177 cm";"1.281 kg";"https://www.coches.com/coches-segunda-mano/ocasion-hyundai-ix20-16crdi-bluedrive-comfort-en-madrid.htm?id=2901196"
"1144";"Kia Carnival";"2.9crdi Exi-active
";"6.250€";"07/2007";"185 cv";"114.250 km";"Diesel";"5 puertas";"481 cm";"176 cm";"199 cm";"2.093 kg";"https://www.coches.com/coches-segunda-mano/ocasion-kia-carnival-29crdi-exi-active-en-madrid.htm?id=2883567"
"1145";"Bmw X5";"Xdrive 30da
";"28.999€";"01/2013";"245 cv";"130.000 km";"Diesel";"5 puertas";"486 cm";"178 cm";"193 cm";"2.075 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-x5-xdrive-30da-en-madrid.htm?id=2888084"
"1146";"Mitsubishi Asx";"Asx 200di-d Kaiteki
";"13.200€";"06/2012";"150 cv";"137.000 km";"Diesel";"5 puertas";"430 cm";"162 cm";"177 cm";"1.460 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mitsubishi-asx-200di-d-kaiteki-en-madrid.htm?id=2903740"
"1147";"Audi Q5";"2.0tdi Quattro Dpf
";"21.900€";"10/2011";"143 cv";"78.712 km";"Diesel";"5 puertas";"463 cm";"165 cm";"188 cm";"1.820 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-q5-20tdi-quattro-dpf-en-madrid.htm?id=2905639"
"1148";"Hyundai Ioniq";"Hev 1.6 Gdi Tecno
";"18.450€";"2017";"141 cv";"8.000 km";"Híbrido";"5 puertas";"447 cm";"145 cm";"182 cm";"1.370 kg";"https://www.coches.com/coches-segunda-mano/ocasion-hyundai-ioniq-hev-16-gdi-tecno-en-madrid.htm?id=2880715"
"1149";"Fiat Fiorino";"Qubo 1.3mjt Dynamic 80
";"9.800€";"02/2017";"80 cv";"9.000 km";"Diesel";"5 puertas";"386 cm";"174 cm";"172 cm";"1.200 kg";"https://www.coches.com/coches-segunda-mano/ocasion-fiat-fiorino-qubo-13mjt-dynamic-80-en-madrid.htm?id=2905536"
"1150";"Opel Corsa";"1.3 Ecoflex Expression
";"6.790€";"10/2012";"75 cv";"40.000 km";"Diesel";"5 puertas";"400 cm";"149 cm";"171 cm";"1.145 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-corsa-13-ecoflex-expression-en-madrid.htm?id=2910666"
"1151";"Opel Corsa";"1.3 Ecoflex Expression
";"6.790€";"10/2012";"75 cv";"40.000 km";"Diesel";"5 puertas";"400 cm";"149 cm";"171 cm";"1.145 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-corsa-13-ecoflex-expression-en-madrid.htm?id=2564059"
"1152";"Renault Laguna";"G.tour 1.5dci Dynamique Tom Tom
";"9.590€";"03/2012";"110 cv";"96.000 km";"Diesel";"5 puertas";"480 cm";"145 cm";"181 cm";"1.418 kg";"https://www.coches.com/coches-segunda-mano/ocasion-renault-laguna-gtour-15dci-dynamique-tom-tom-en-madrid.htm?id=2716950"
"1153";"Skoda Octavia";"Combi 2.0tdi Rs Dsg 184
";"27.490€";"06/2017";"184 cv";"18.000 km";"Diesel";"5 puertas";"469 cm";"145 cm";"181 cm";"1.487 kg";"https://www.coches.com/coches-segunda-mano/ocasion-skoda-octavia-combi-20tdi-rs-dsg-184-en-madrid.htm?id=2773975"
"1154";"Volkswagen Tiguan";"2.0tdi Bmt T1 4x2 140
";"17.750€";"02/2013";"140 cv";"98.000 km";"Diesel";"5 puertas";"443 cm";"170 cm";"181 cm";"1.541 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-tiguan-20tdi-bmt-t1-4x2-140-en-madrid.htm?id=2882747"
"1155";"Mercedes Clase E";"E Coupé 220d 9g-tronic
";"50.500€";"04/2017";"194 cv";"36.000 km";"Diesel";"2 puertas";"483 cm";"143 cm";"186 cm";"1.735 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+e-e-coupe-220d-9g-tronic-en-madrid.htm?id=2911713"
"1156";"Seat Alhambra";"2.0tdi Cr S&s Style Dsg 177
";"21.500€";"02/2014";"177 cv";"95.826 km";"Diesel";"5 puertas";"485 cm";"172 cm";"190 cm";"1.626 kg";"https://www.coches.com/coches-segunda-mano/ocasion-seat-alhambra-20tdi-cr-s_s-style-dsg-177-en-madrid.htm?id=2873198"
"1157";"Volkswagen Golf";"1.6tdi Cr Bmt Edition 105
";"14.280€";"06/2014";"105 cv";"51.876 km";"Diesel";"3 puertas";"426 cm";"145 cm";"180 cm";"1.295 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-16tdi-cr-bmt-edition-105-en-madrid.htm?id=2866339"
"1158";"Opel Adam";"1.4 Xer S&s Jam
";"9.500€";"09/2014";"100 cv";"12.435 km";"Gasolina";"3 puertas";"370 cm";"148 cm";"172 cm";"1.120 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-adam-14-xer-s_s-jam-en-madrid.htm?id=2905391"
"1159";"Audi A3";"Sportback 1.6tdi Design Edition 110
";"21.900€";"01/2017";"110 cv";"14.492 km";"Diesel";"5 puertas";"431 cm";"143 cm";"179 cm";"1.260 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a3-sportback-16tdi-design-edition-110-en-madrid.htm?id=2756373"
"1160";"Kia Picanto";"1.0 Cvvt Concept
";"8.650€";"10/2017";"67 cv";"1.337 km";"Gasolina";"5 puertas";"360 cm";"149 cm";"160 cm";"860 kg";"https://www.coches.com/km0/seminuevo-kia-picanto-10-cvvt-concept-en-madrid.htm?id=2913981"
"1161";"Renault Kangoo";"Combi 1.5dci Profesional 75 E5
";"4.600€";"05/2012";"75 cv";"143.421 km";"Diesel";"4 puertas";"421 cm";"181 cm";"183 cm";"1.319 kg";"https://www.coches.com/coches-segunda-mano/ocasion-renault-kangoo-combi-15dci-profesional-75-e5-en-madrid.htm?id=2872625"
"1162";"Mini Mini";"Cabrio Cooper D
";"17.500€";"01/2014";"112 cv";"35.382 km";"Diesel";"2 puertas";"372 cm";"141 cm";"168 cm";"1.200 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mini-mini-cabrio-cooper-d-en-madrid.htm?id=2888568"
"1163";"Volkswagen Passat";"Variant 1.6tdi Advance Bmt
";"10.570€";"11/2012";"105 cv";"132.318 km";"Diesel";"5 puertas";"477 cm";"152 cm";"182 cm";"1.543 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-passat-variant-16tdi-advance-bmt-en-madrid.htm?id=2866342"
"1164";"Peugeot 4007";"2.2hdi Sport Pack
";"8.990€";"2008";"156 cv";"160.000 km";"Diesel";"5 puertas";"464 cm";"167 cm";"181 cm";"1.750 kg";"https://www.coches.com/coches-segunda-mano/ocasion-peugeot-4007-22hdi-sport-pack-en-madrid.htm?id=2814411"
"1165";"Audi Q5";"2.0tdi Dpf
";"21.990€";"07/2012";"143 cv";"82.449 km";"Diesel";"5 puertas";"463 cm";"165 cm";"188 cm";"1.755 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-q5-20tdi-dpf-en-madrid.htm?id=2866156"
"1166";"Opel Insignia";"1.6cdti Ecof. S&s Excellence 136
";"15.500€";"2016";"136 cv";"51.596 km";"Diesel";"5 puertas";"484 cm";"149 cm";"186 cm";"1.513 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-insignia-16cdti-ecof-s_s-excellence-136-en-madrid.htm?id=2905873"
"1167";"Bmw Serie 2";"218da Gran Tourer
";"25.990€";"03/2017";"150 cv";"24.496 km";"Diesel";"5 puertas";"456 cm";"161 cm";"180 cm";"1.480 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+2-218da-gran-tourer-en-madrid.htm?id=2886552"
"1168";"Ford Ka";"1.30tdci Trend+
";"4.500€";"07/2010";"75 cv";"129.000 km";"Diesel";"3 puertas";"362 cm";"151 cm";"166 cm";"1.055 kg";"https://www.coches.com/coches-segunda-mano/ocasion-ford-ka-130tdci-trend+-en-madrid.htm?id=2905684"
"1169";"Ford Focus";"1.6 Ti-vct Trend+ Powershift
";"13.500€";"2017";"125 cv";"11.379 km";"Gasolina";"5 puertas";"436 cm";"148 cm";"182 cm";"1.235 kg";"https://www.coches.com/coches-segunda-mano/ocasion-ford-focus-16-ti-vct-trend+-powershift-en-madrid.htm?id=2912514"
"1170";"Bmw X1";"Sdrive 18da
";"24.995€";"2015";"150 cv";"57.000 km";"Diesel";"5 puertas";"444 cm";"160 cm";"182 cm";"1.470 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-x1-sdrive-18da-en-madrid.htm?id=2888635"
"1171";"Seat Ateca";"1.6tdi Cr S&s Ecomotive Style
";"22.390€";"2017";"115 cv";"6.900 km";"Diesel";"5 puertas";"436 cm";"160 cm";"184 cm";"1.375 kg";"https://www.coches.com/coches-segunda-mano/ocasion-seat-ateca-16tdi-cr-s_s-ecomotive-style-en-madrid.htm?id=2820210"
"1172";"Volkswagen Tiguan";"2.0tdi Advance Dsg 150
";"27.900€";"09/2016";"150 cv";"15.980 km";"Diesel";"5 puertas";"449 cm";"163 cm";"184 cm";"1.615 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-tiguan-20tdi-advance-dsg-150-en-madrid.htm?id=2913689"
"1173";"Citroen C5";"2.0hdi Collection Fap
";"2.490€";"06/2006";"138 cv";"173.500 km";"Diesel";"5 puertas";"475 cm";"148 cm";"178 cm";"1.561 kg";"https://www.coches.com/coches-segunda-mano/ocasion-citroen-c5-20hdi-collection-fap-en-madrid.htm?id=2881328"
"1174";"Audi A6";"2.0tdi Ultra S-tronic 190
";"34.200€";"11/2016";"190 cv";"8.000 km";"Diesel";"4 puertas";"493 cm";"146 cm";"187 cm";"1.735 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a6-20tdi-ultra-s-tronic-190-en-madrid.htm?id=2895380"
"1175";"Audi A1";"Sportback 1.6tdi Attraction
";"16.490€";"02/2017";"116 cv";"26.373 km";"Diesel";"5 puertas";"397 cm";"142 cm";"175 cm";"1.250 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a1-sportback-16tdi-attraction-en-madrid.htm?id=2835012"
"1176";"Ford Focus";"1.0 Ecoboost Auto-s&s Trend+ 125
";"12.500€";"2016";"125 cv";"15.612 km";"Gasolina";"5 puertas";"436 cm";"148 cm";"182 cm";"1.205 kg";"https://www.coches.com/coches-segunda-mano/ocasion-ford-focus-10-ecoboost-auto-s_s-trend+-125-en-madrid.htm?id=2797598"
"1177";"Audi A3";"Sportback 1.6tdi Design Edition 110
";"21.900€";"01/2017";"110 cv";"14.686 km";"Diesel";"5 puertas";"431 cm";"143 cm";"179 cm";"1.260 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a3-sportback-16tdi-design-edition-110-en-madrid.htm?id=2756375"
"1178";"Volkswagen Touran";"1.6tdi Cr Bmt Advance 115
";"22.935€";"2018";"115 cv";"1 km";"Diesel";"5 puertas";"453 cm";"166 cm";"183 cm";"1.539 kg";"https://www.coches.com/km0/seminuevo-volkswagen-touran-16tdi-cr-bmt-advance-115-en-madrid.htm?id=2904039"
"1179";"Alfa Romeo Stelvio";"2.2 Rwd Aut. 180
";"41.250€";"2018";"180 cv";"1 km";"Diesel";"5 puertas";"469 cm";"167 cm";"190 cm";"1.604 kg";"https://www.coches.com/km0/seminuevo-alfa+romeo-stelvio-22-rwd-aut-180-en-madrid.htm?id=2900103"
"1180";"Fiat 500";"1.2 Lounge
";"5.900€";"01/2011";"69 cv";"100.000 km";"Gasolina";"3 puertas";"355 cm";"149 cm";"163 cm";"865 kg";"https://www.coches.com/coches-segunda-mano/ocasion-fiat-500-12-lounge-en-madrid.htm?id=2899243"
"1181";"Ford Mondeo";"2.0tdci Limited Edition 140
";"11.990€";"08/2013";"140 cv";"93.000 km";"Diesel";"5 puertas";"485 cm";"150 cm";"189 cm";"1.557 kg";"https://www.coches.com/coches-segunda-mano/ocasion-ford-mondeo-20tdci-limited-edition-140-en-madrid.htm?id=2910676"
"1182";"Opel Zafira";"1.9cdti Enjoy 120
";"4.990€";"01/2008";"120 cv";"184.294 km";"Diesel";"5 puertas";"447 cm";"167 cm";"180 cm";"1.733 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-zafira-19cdti-enjoy-120-en-madrid.htm?id=2876651"
"1183";"Peugeot 208";"1.6bluehdi Style 75
";"8.990€";"2016";"75 cv";"52.304 km";"Diesel";"5 puertas";"397 cm";"146 cm";"174 cm";"1.150 kg";"https://www.coches.com/coches-segunda-mano/ocasion-peugeot-208-16bluehdi-style-75-en-madrid.htm?id=2880728"
"1184";"Nissan Juke";"1.6 N-connecta 4x2 Xtronic 117
";"13.900€";"2016";"117 cv";"22.905 km";"Gasolina";"5 puertas";"414 cm";"157 cm";"177 cm";"1.205 kg";"https://www.coches.com/coches-segunda-mano/ocasion-nissan-juke-16-n-connecta-4x2-xtronic-117-en-madrid.htm?id=2914345"
"1185";"Mercedes Clase A";"A 160cdi Elegance
";"6.600€";"03/2008";"82 cv";"88.000 km";"Diesel";"3 puertas";"388 cm";"159 cm";"176 cm";"1.300 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+a-a-160cdi-elegance-en-madrid.htm?id=2909178"
"1186";"Alfa Romeo Giulia";"2.0 Aut. 200
";"26.990€";"2018";"200 cv";"1 km";"Gasolina";"4 puertas";"464 cm";"144 cm";"186 cm";"1.504 kg";"https://www.coches.com/km0/seminuevo-alfa+romeo-giulia-20-aut-200-en-madrid.htm?id=2899991"
"1187";"Volkswagen Touareg";"3.0tdi V6 Bmt Tiptronic
";"19.421€";"01/2014";"204 cv";"210.000 km";"Diesel";"5 puertas";"480 cm";"171 cm";"194 cm";"2.179 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-touareg-30tdi-v6-bmt-tiptronic-en-madrid.htm?id=2887747"
"1188";"Toyota Verso";"2.2d4d Active Autodrive S
";"8.890€";"2008";"150 cv";"122.190 km";"Diesel";"5 puertas";"444 cm";"162 cm";"179 cm";"1.615 kg";"https://www.coches.com/coches-segunda-mano/ocasion-toyota-verso-22d4d-active-autodrive-s-en-madrid.htm?id=2907589"
"1189";"Renault Kangoo";"Fg. 1.5dci Profesional Gen5
";"6.850€";"08/2015";"75 cv";"36.000 km";"Diesel";"3 puertas";"428 cm";"184 cm";"183 cm";"1.251 kg";"https://www.coches.com/coches-segunda-mano/ocasion-renault-kangoo-fg-15dci-profesional-gen5-en-madrid.htm?id=2871901"
"1190";"Volvo Xc60";"Xc60 D5 Momentum Awd Aut. 215
";"19.421€";"01/2015";"215 cv";"162.000 km";"Diesel";"5 puertas";"464 cm";"171 cm";"189 cm";"1.827 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volvo-xc60-d5-momentum-awd-aut-215-en-madrid.htm?id=2887748"
"1191";"Infiniti Q50";"2.2d Gt Premium
";"19.600€";"01/2015";"170 cv";"74.000 km";"Diesel";"4 puertas";"478 cm";"144 cm";"182 cm";"1.641 kg";"https://www.coches.com/coches-segunda-mano/ocasion-infiniti-q50-22d-gt-premium-en-madrid.htm?id=2827732"
"1192";"Opel Astra";"1.7cdti Selective S-s
";"7.900€";"09/2013";"110 cv";"108.000 km";"Diesel";"5 puertas";"442 cm";"151 cm";"181 cm";"1.503 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-astra-17cdti-selective-s-s-en-madrid.htm?id=2826089"
"1193";"Audi Q5";"3.0tdi Quattro Attraction S-tronic
";"29.990€";"04/2014";"245 cv";"146.000 km";"Diesel";"5 puertas";"463 cm";"166 cm";"190 cm";"1.935 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-q5-30tdi-quattro-attraction-s-tronic-en-madrid.htm?id=2861704"
"1194";"Opel Insignia";"2.0cdti Excellence Aut. 160
";"11.450€";"03/2013";"160 cv";"109.000 km";"Diesel";"5 puertas";"483 cm";"150 cm";"186 cm";"1.503 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-insignia-20cdti-excellence-aut-160-en-madrid.htm?id=2855853"
"1195";"Bmw Serie 5";"520d Efficient Dynamics Edition
";"20.500€";"01/2012";"184 cv";"94.000 km";"Diesel";"4 puertas";"490 cm";"146 cm";"186 cm";"1.620 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-serie+5-520d-efficient-dynamics-edition-en-madrid.htm?id=2226594"
"1196";"Bmw X5";"Xdrive 30da
";"17.900€";"01/2008";"235 cv";"150.000 km";"Diesel";"5 puertas";"485 cm";"178 cm";"193 cm";"2.150 kg";"https://www.coches.com/coches-segunda-mano/ocasion-bmw-x5-xdrive-30da-en-madrid.htm?id=2877533"
"1197";"Mercedes Clase Gla";"Gla 200d Urban 7g-dct
";"31.500€";"01/2018";"136 cv";"3 km";"Diesel";"5 puertas";"442 cm";"149 cm";"180 cm";"1.535 kg";"https://www.coches.com/km0/seminuevo-mercedes-clase+gla-gla-200d-urban-7g-dct-en-madrid.htm?id=2911858"
"1198";"Volkswagen Golf";"1.6tdi Cr Bmt Sport Dsg 110
";"16.990€";"03/2017";"110 cv";"15.138 km";"Diesel";"5 puertas";"426 cm";"145 cm";"180 cm";"1.317 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-16tdi-cr-bmt-sport-dsg-110-en-madrid.htm?id=2903014"
"1199";"Opel Corsa";"1.3 Ecoflex Expression
";"6.490€";"01/2013";"75 cv";"68.000 km";"Diesel";"5 puertas";"400 cm";"149 cm";"171 cm";"1.145 kg";"https://www.coches.com/coches-segunda-mano/ocasion-opel-corsa-13-ecoflex-expression-en-madrid.htm?id=2833598"
"1200";"Porsche Macan";"S Diesel Aut.
";"53.000€";"10/2015";"258 cv";"90.000 km";"Diesel";"5 puertas";"468 cm";"162 cm";"192 cm";"1.880 kg";"https://www.coches.com/coches-segunda-mano/ocasion-porsche-macan-s-diesel-aut-en-madrid.htm?id=2887865"
"1201";"Volkswagen Polo";"1.0 Edition 75
";"14.190€";"10/2017";"75 cv";"19 km";"Gasolina";"5 puertas";"405 cm";"146 cm";"150 cm";"1.105 kg";"https://www.coches.com/km0/seminuevo-volkswagen-polo-10-edition-75-en-madrid.htm?id=2819074"
"1202";"Nissan X-trail";"X-trail 1.6 Dci 360 4x2
";"17.790€";"03/2015";"130 cv";"109.000 km";"Diesel";"5 puertas";"464 cm";"172 cm";"183 cm";"1.500 kg";"https://www.coches.com/coches-segunda-mano/ocasion-nissan-x-trail-16-dci-360-4x2-en-madrid.htm?id=2872374"
"1203";"Volkswagen Golf";"1.6tdi Advance 115
";"19.300€";"08/2017";"115 cv";"14 km";"Diesel";"5 puertas";"426 cm";"149 cm";"179 cm";"1.301 kg";"https://www.coches.com/km0/seminuevo-volkswagen-golf-16tdi-advance-115-en-madrid.htm?id=2895972"
"1204";"Mazda Mazda6";"2.2de Style+ (navi) 150
";"22.170€";"03/2016";"150 cv";"31.505 km";"Diesel";"4 puertas";"487 cm";"145 cm";"184 cm";"1.405 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mazda-mazda6-22de-style+-navi-150-en-madrid.htm?id=2866251"
"1205";"Fiat Tipo";"Sw 1.6 Multijet Ii Lounge 120
";"16.400€";"2018";"120 cv";"1 km";"Diesel";"5 puertas";"457 cm";"151 cm";"179 cm";"1.320 kg";"https://www.coches.com/km0/seminuevo-fiat-tipo-sw-16-multijet-ii-lounge-120-en-madrid.htm?id=2884628"
"1206";"Volkswagen Touareg";"3.0tdi V6 Bmt Unlimited Tiptronic
";"28.995€";"01/2014";"204 cv";"100.000 km";"Diesel";"5 puertas";"480 cm";"171 cm";"194 cm";"2.179 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-touareg-30tdi-v6-bmt-unlimited-tiptronic-en-madrid.htm?id=2905163"
"1207";"Nissan X-trail";"X-trail 1.6 Dci 360 4x2 Xtronic
";"20.900€";"06/2015";"130 cv";"38.506 km";"Diesel";"5 puertas";"464 cm";"172 cm";"183 cm";"1.540 kg";"https://www.coches.com/coches-segunda-mano/ocasion-nissan-x-trail-16-dci-360-4x2-xtronic-en-madrid.htm?id=2876284"
"1208";"Mercedes Clase B";"B 200d 7g-dct
";"25.990€";"02/2017";"136 cv";"9.500 km";"Diesel";"5 puertas";"439 cm";"156 cm";"179 cm";"1.505 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+b-b-200d-7g-dct-en-madrid.htm?id=2902122"
"1209";"Volkswagen Golf";"1.2 Tsi Bmt Edition 110
";"14.590€";"02/2017";"110 cv";"25.451 km";"Gasolina";"5 puertas";"426 cm";"145 cm";"180 cm";"1.210 kg";"https://www.coches.com/coches-segunda-mano/ocasion-volkswagen-golf-12-tsi-bmt-edition-110-en-madrid.htm?id=2905155"
"1210";"Mercedes Clase E";"E Estate 220d 9g-tronic 194
";"42.900€";"01/2017";"194 cv";"14.500 km";"Diesel";"5 puertas";"493 cm";"148 cm";"185 cm";"1.780 kg";"https://www.coches.com/coches-segunda-mano/ocasion-mercedes-clase+e-e-estate-220d-9g-tronic-194-en-madrid.htm?id=2911441"
"1211";"Honda Civic";"1.3i-vtec Ima Cvt
";"7.500€";"12/2008";"115 cv";"44.204 km";"Híbrido";"4 puertas";"455 cm";"143 cm";"175 cm";"1.303 kg";"https://www.coches.com/coches-segunda-mano/ocasion-honda-civic-13i-vtec-ima-cvt-en-madrid.htm?id=2908478"
"1212";"Audi A5";"Cabrio 2.0 Tfsi Multitronic 230
";"37.990€";"2016";"230 cv";"15.765 km";"Gasolina";"2 puertas";"463 cm";"138 cm";"185 cm";"1.735 kg";"https://www.coches.com/coches-segunda-mano/ocasion-audi-a5-cabrio-20-tfsi-multitronic-230-en-madrid.htm?id=2904852"
"1213";"Citroen Ds3";"Ds3 1.6hdi Airdream
";"8.490€";"2011";"92 cv";"55.713 km";"Diesel";"3 puertas";"395 cm";"146 cm";"172 cm";"1.080 kg";"https://www.coches.com/coches-segunda-mano/ocasion-citroen-ds3-16hdi-airdream-en-madrid.htm?id=2904805"
"1214";"Infiniti Q50";"3.5 Hybrid Gt Sport Awd Aut.
";"39.900€";"2015";"364 cv";"49.719 km";"Híbrido";"4 puertas";"478 cm";"144 cm";"182 cm";"1.853 kg";"https://www.coches.com/coches-segunda-mano/ocasion-infiniti-q50-35-hybrid-gt-sport-awd-aut-en-madrid.htm?id=2904768"
"1215";"Lancia Voyager";"2.8crd Silver 177 Aut.
";"20.890€";"2014";"177 cv";"109.037 km";"Diesel";"5 puertas";"522 cm";"175 cm";"200 cm";"2.242 kg";"https://www.coches.com/coches-segunda-mano/ocasion-lancia-voyager-28crd-silver-177-aut-en-madrid.htm?id=2904738"
